Competency Score Key,Student Key,Assessment Key,Session,Type,Number,Category Group,Category,Points Earned,Percent Earned,Source CSV
2026-03-E2-STU-6E7C54425CB7-d089a7775d,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Eating Disorders,4.5,0.9,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-e9de1f1fa2,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Human Trafficking,2.5,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-bd10abc1d1,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Interpersonal Violence,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-346cf7e927,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Lateral/Horizontal Violence,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-ae75124dc6,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Medication Calculation,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-1ca370f5d1,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Neurodevelopmental Disorders,4.375,0.875,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-20310915b2,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Obsessive Compulsive Disorder,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-e823b45f21,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Post Traumatic Stress Disorder.Syndrome,7.083333,0.9444444,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-11d1d0043d,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Psychosis,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-995643d06a,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Schizophrenia,3.75,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-2530b0ad73,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Substance Related Disorders,10,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-f6bdb0f289,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL BSN Essentials,PreL Domain 1: Knowledge for Nursing Practice,16.875,0.9642857143000001,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-30d08387a1,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL BSN Essentials,PreL Domain 2: Person-Centered Care,93.125,0.8869047619,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-aa1f00c8f5,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL BSN Essentials,PreL Domain 5: Quality and Safety,10,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-c3c8395f52,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL BSN Essentials,PreL Domain 9: Professionalism,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-79f67744c7,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Bloom's Taxonomy,PreL Apply.Analyze,115.625,0.8894230769000001,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-15028dba2a,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Bloom's Taxonomy,PreL Evaluate,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-95ed4e1cad,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Bloom's Taxonomy,PreL Remember.Understand,6.875,0.9166666667,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-eae3234ef3,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL CJE Items,CJE Item,0,0,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-75fbc3f34e,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Case Study,PreL Case Study,15,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-5abfee50a1,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 1-Recognize Cues,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-536ceb4ace,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 2-Analyze Cues,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-b759b4ab6e,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 3-Prioritize Hypotheses,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-0dbb949410,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 4-Generate Solutions,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-aaa694179b,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 5-Take Actions,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-9e247bee48,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 6-Evaluate Outcomes,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-d2bbd673f3,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Addiction,10,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-2db19b7764,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Anxiety,15,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-3092f7e9b2,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Cognition,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-c8b3df7ba6,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Communication,10,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-676e1bed12,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Development,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-e8cbc26e09,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Family Dynamics,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-cdc6c07443,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Fluid and Electrolytes,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-4b89691a4e,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Interpersonal Violence,12.5,0.8333333333,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-cf65b8e5f6,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Mood and Affect,16.25,0.8125,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-9f794253dc,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Palliative Care,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-06a875c73d,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Psychosis,11.25,0.75,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-d526f944df,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Safety,20,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-49053bd6c4,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Stress and Coping,10,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-b43cca7fc9,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Dosage Calculation,PreL Oral Dosage,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-a7a3e0988a,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Exam,PreL FCUE NR326,125,0.8928571429000001,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-54272dbeb3,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Basic Care and Comfort (BCC),2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-a5dea4da9a,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Health Promotion and Maintenance (HPM),5,0.6666666667,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-2e9a6b7b34,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Management of Care (MC),11.25,0.9,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-fd2eee6480,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Pharmacological and Parenteral Therapies (PPT),7.5,0.75,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-64127da332,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Physiological Adaptation (PA),5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-8ea1ba17ba,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Psychosocial Integrity (PI),88.75,0.9342105263,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-4052f5b8d2,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Reduction of Risk Potential (RRP),2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-14e35da63a,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Safety and Infection Control (SIC),2.5,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-7208e2b7c0,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Nursing Process,PreL Analysis.Diagnosis,19.375,0.96875,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-4ad703a50f,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Nursing Process,PreL Assessment,12.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-6811969a2e,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Nursing Process,PreL Evaluation,27.5,0.9166666667,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-e2d31dab35,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Nursing Process,PreL Implementation.Intervention,31.25,0.8333333333,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-f7b99bcf79,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Nursing Process,PreL Planning,27.5,0.8461538462,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-433d9b66e4,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL QSEN,PreL QSEN Evidence Based Practice,7.5,0.75,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-86b92c4914,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL QSEN,PreL QSEN Patient-Centered Care,88.75,0.9102564103,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-ac025be99a,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL QSEN,PreL QSEN Safety,26.25,0.875,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-e8f7db1c5f,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL BowTie,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-102a0fc96b,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Cloze Drop Down,8.75,0.875,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-45cae5c6b3,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Fill in the Blank,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-6ccec41abe,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Matrix Single Response,12.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-23e6c98fa2,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Multiple Choice (Traditional and Extended),77.5,0.8611111110999999,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-71b6520e61,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Select All That Apply (Traditional and NGN),16.25,0.9285714286,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-8d8ad85447,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Select N,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-0e03f0c949,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Retired FCU Item,PreL Retired FCU Item,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-1d217b9580,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Spheres of Care,PreL Chronic Disease Management,10,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-97a2814085,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Spheres of Care,PreL Regenerative.Restorative Care,92.5,0.925,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-12d567c99d,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Spheres of Care,PreL Wellness.Disease Prevention,20,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-c1bd663669,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Abuse And Neglect,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-e6b70f2d54,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Alterations Of Cognition,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-27cf16e1a2,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,"Alterations Of Mood, Affect, And Suicidal Ideation",11.875,0.95,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-fa053c2d3d,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Altered Mental Health in Children And Adolescents,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-498751fc38,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Altered Mental Health in Older Adults,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-1cbee7826e,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Altered Stress Response,2.5,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-503a5f8c45,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Anxiety,7.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-05927e368a,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Bereavement,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-1890368d0b,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Bipolar Disorder,10,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-2b78c3806d,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Cluster A Personality Disorders,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-b95e06e7c3,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Cluster B Personality Disorders,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-6635d16f8b,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Cluster C Personality Disorders,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-7f9b4bcbe0,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Depressive Disorders,6.875,0.6875,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-1b5c5da084,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Disruptive Behavior Disorders,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-d089a7775d,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Eating Disorders,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-e9de1f1fa2,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Human Trafficking,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-bd10abc1d1,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Interpersonal Violence,2.5,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-346cf7e927,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Lateral/Horizontal Violence,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-ae75124dc6,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Medication Calculation,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-1ca370f5d1,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Neurodevelopmental Disorders,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-20310915b2,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Obsessive Compulsive Disorder,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-e823b45f21,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Post Traumatic Stress Disorder.Syndrome,7.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-11d1d0043d,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Psychosis,2.5,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-995643d06a,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Schizophrenia,6.25,0.8333333333,W8 NR326 March Exam 2.csv
2026-03-E2-STU-763999D6A212-2530b0ad73,STU-763999D6A212,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Substance Related Disorders,10,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-f6bdb0f289,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL BSN Essentials,PreL Domain 1: Knowledge for Nursing Practice,16.875,0.9642857143000001,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-30d08387a1,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL BSN Essentials,PreL Domain 2: Person-Centered Care,90.47619,0.8616779999999999,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-aa1f00c8f5,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL BSN Essentials,PreL Domain 5: Quality and Safety,12.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-c3c8395f52,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL BSN Essentials,PreL Domain 9: Professionalism,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-79f67744c7,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Bloom's Taxonomy,PreL Apply.Analyze,116.10119,0.8930860769,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-15028dba2a,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Bloom's Taxonomy,PreL Evaluate,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-95ed4e1cad,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Bloom's Taxonomy,PreL Remember.Understand,6.25,0.8333333333,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-eae3234ef3,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL CJE Items,CJE Item,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-75fbc3f34e,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Case Study,PreL Case Study,14.22619,0.9484126666999999,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-5abfee50a1,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 1-Recognize Cues,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-536ceb4ace,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 2-Analyze Cues,2.142857,0.8571428,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-b759b4ab6e,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 3-Prioritize Hypotheses,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-0dbb949410,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 4-Generate Solutions,2.083333,0.8333332,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-aaa694179b,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 5-Take Actions,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-9e247bee48,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 6-Evaluate Outcomes,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-d2bbd673f3,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Addiction,10,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-2db19b7764,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Anxiety,12.5,0.8333333333,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-3092f7e9b2,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Cognition,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-c8b3df7ba6,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Communication,10,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-676e1bed12,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Development,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-e8cbc26e09,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Family Dynamics,0,0,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-cdc6c07443,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Fluid and Electrolytes,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-4b89691a4e,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Interpersonal Violence,12.5,0.8333333333,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-cf65b8e5f6,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Mood and Affect,18.125,0.90625,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-9f794253dc,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Palliative Care,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-06a875c73d,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Psychosis,15,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-d526f944df,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Safety,19.22619,0.9613095,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-49053bd6c4,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Stress and Coping,10,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-b43cca7fc9,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Dosage Calculation,PreL Oral Dosage,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-a7a3e0988a,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL Exam,PreL FCUE NR326,124.85119,0.8917942143,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-54272dbeb3,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Basic Care and Comfort (BCC),2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-a5dea4da9a,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Health Promotion and Maintenance (HPM),5,0.6666666667,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-2e9a6b7b34,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Management of Care (MC),12.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-fd2eee6480,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Pharmacological and Parenteral Therapies (PPT),10,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-64127da332,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Physiological Adaptation (PA),5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-8ea1ba17ba,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Psychosocial Integrity (PI),82.35119,0.8668546316,W8 NR326 March Exam 2.csv
2026-03-E2-STU-8BE7645A90A7-4052f5b8d2,STU-8BE7645A90A7,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Reduction of Risk Potential (RRP),2.5,1,W8 NR326 March Exam 2.csv
